Image,Location name,ratings,comments,ratings(# reviews),location type
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Rivervale Basketball Court,3.2,Basketball(I),3.2(6),Basketball court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Basketball Court @ Sengkang east way 121,4.3,Basketball(O),4.3(12),Basketball court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Rivervale Crescent Basketball Court,4.2,Basketball(O),4.2(5),Basketball court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Fernvale Basketball Court,3.6,Basketball(O),3.6(12),Basketball court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Compassvale Link Basketball Court,3.3,Basketball(O),3.3(3),Basketball court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,272C Sengkang Central Basketball Court,2,Basketball(O),2.0(2),Basketball court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Sengkang Square Basketball Court,4.1,Basketball(O),4.1(14),Basketball court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Canberra Community Club,4.1,"Badminton(I)
paid","4.1(1,008)",Community center 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Blk 578 Badminton Court,5,Badminton(O),5.0(1),Badminton court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Burghley ActiveSG Squash & Tennis Centre,4.2,"Tennis(O) 
paid",4.2(141),Squash court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Braddell View Tennis Courts,3,Tennis(O),3.0(2),Tennis court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Yio Chu Kang Tennis Centre,4.4,Tennis(O),4.4(19),Tennis court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Sembawang Hot Spring Park,4.3,Running(O),"4.3(1,489)",Park 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Futsal Pitch at Sendudok Park,2,Football (O),2.0(2),Futsal court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Sembawang Futsal Court,,Football (O),Futsal court ,Futsal court 
https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,Basketball Court,2,Basketball(O),2.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipPVNJXAsoID2pinE1N6UoGzlbMaPJDjW0rcat0=w80-h106-k-no,Bukit Canberra ActiveSG Swimming Complex,3.4,"Swimming(O)
paid",3.4(61),Swimming pool 
https://lh5.googleusercontent.com/p/AF1QipPrHRxDJLxhIHF9pLGIj6LVpFzmbgu7N8T94o61=w122-h92-k-no,Bukit Canberra ActiveSG Gym,3.7,"Weightlifting(I)
paid",3.7(84),Gym and Fitness Centre 
https://lh5.googleusercontent.com/p/AF1QipNXYtB6JwnJ2MSZaJyVVrDqkyIKWHU4mB-ShqdC=w148-h92-k-no,Bukit Canberra ActiveSG Sport Hall,4.3,"Badminton(I)
Paid",4.3(95),Sports complex 
https://lh5.googleusercontent.com/p/AF1QipNRM52b23Uy_m8hbgO6hGvc-7zUJHYY_YKlqnDn=w123-h92-k-no,WCP Basketball Court,4.3,Basketball(O),4.3(10),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOGHLw_dxAbs_oj2umMqcY3sFGxgTjZfblns-h4=w80-h106-k-no,Badminton court @ Blk 340 (Opposite to Sun Plaza),,Badminton(O),Sports club ,Sports club 
https://lh5.googleusercontent.com/p/AF1QipOv__fVCXmMYRqm8ozvN3iN19UoXqmSWX-sI-gC=w122-h92-k-no,"East Canberra Sports Hardcourts (Basketball, Futsal, Badminton)",3.7,"Basketball(O)
Badminton(O)
Football(O)",3.7(7),Sports complex 
https://lh5.googleusercontent.com/p/AF1QipOKTPbfiSpMhXLS_uxxpRptrCGmYm2KDC5Pyq_C=w122-h92-k-no,Basketball Court (Block 357C),2,Basketball(O),2.0(3),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMFmtcdJAdog2KglNg6ZoPuQvaoTqfyGKhI3k0m=w122-h92-k-no,Basketball court Blk 588,5,Basketball(O),5.0(2),Basketball court 
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VoPa1263P-gm5ReonPGIPw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=122.84383&pitch=0&thumbfov=100,Basketball Court,5,Basketball(O),5.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMW9cRE5LFBoO6El2-51Xmd64k9kt1gHKBJCgFB=w122-h92-k-no,Sembawang Sheltered Basketball Court,4.6,Basketball(I),4.6(7),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipNt1MSgS4MHdXPABBbltsZngxSpYjPBIzVwvIM=w122-h92-k-no,SkyParc Dawson Running Track,5,Running(O),5.0(6),Athletic track 
https://lh5.googleusercontent.com/p/AF1QipMYpohH6YQJdQ49dzOvADjSzWQOdVH83lHtWMsG=w122-h92-k-no,Jalan Rumah Tinggi Badminton Court,5,Badminton(O),5.0(4),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipNWdPzvYf5GHj910AuLLVwSTEGn2ENaFFp016yc=w122-h92-k-no,Delta Sports Hall,4,"Badminton(O) 
paid",4.0(111),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipPmDOFBydV3CtWAfOo0N031--ISo6MpCI_HUhIR=w122-h92-k-no,Badminton Court @ Blk 51 Lengkok Bahru,2,Badminton(O),2.0(2),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipN0Xnsnv78QHgj3hJDFk67OpAf5NcXkc6jjJeH1=w80-h106-k-no,Badminton court - Blk 28C Dover Crescent,3,Badminton(O),3.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipOx8CSNuOlt0zJNYlh5jfhOQzIytYX13ZFQhs-W=w80-h106-k-no,Badminton court - Blk 32A Margaret Drive,3,Badminton(O),3.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipOLVpPw50G2-e1w9jm_e1XAjOXtH2FsltReGHgR=w122-h92-k-no,Badminton court - Blk 23 Ghim Moh Link (3rd Flr),3,Badminton(O),3.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipOK-d6bJh64gFFPM32knEtISOihq-iituFT-lMI=w80-h106-k-no,Badminton court - Blk 4 Ghim Moh Rd,2,Badminton(O),2.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipNqnDUTinOUw3s3ZbqDLLqIr3cvw853FC_kKJA3=w80-h106-k-no,Badminton court - Blk 87 Skyville@Dawson,2,Badminton(O),2.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipPsJOI3sIihBftk5GtPsvre609eEnmT9-BbNHu8=w80-h106-k-no,Badminton court- SkyTerrace@Dawson,3,Badminton(O),3.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipOEMHAmEvDegWXZBzGsK0r74dwwjC4n2DNtZ7Cg=w80-h106-k-no,Badminton court- Blk 110 Commonwealth Crescent,3,Badminton(O),3.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipO-_uVsQuyMFV0HWRURtuzCIqheUocewLohmvoP=w80-h106-k-no,Badminton court - Blk 2 Holland Ave,2,Badminton(O),2.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipM1z4Kn4CCcB7O8MmEnvtFkX60lOZr3A5Ko-OXb=w80-h106-k-no,Badminton court - Blk 95 Commonwealth Drive,4,Badminton(O),4.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipNR1rZvDUc33Cmkh96_1rcmwrGsQ1aa6rQlZ_m4=w80-h106-k-no,Badminton court - Blk 90 Commonwealth Drive,3,Badminton(O),3.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipOocbwfh3AUgYZPvnRmQi8DZwsJ1jPub2bbGfOs=w80-h106-k-no,Badminton court @ 50 Strathmore Ave,2,Badminton(O),2.0(3),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipNC-1SW_45W8swZKkP39GMJfTgjAx4rcOChwMQR=w80-h106-k-no,MBPSPORTS & Bliss Padel @ Marina Sports Centre,4.4,"Tennis(O)
paid",4.4(13),Sports club 
https://lh5.googleusercontent.com/p/AF1QipPh0nWiVuu8hYFkxZ4Q-XS--OqkwRCxv6TQErI=w138-h92-k-no,SITA Tennis Academy Main Centre,4.6,"Tennis (O)
paid",4.6(20),Tennis club 
https://lh5.googleusercontent.com/p/AF1QipPgm0KtjOTg1xFPLckq78p2UxMqVr_8OCs4mhqt=w163-h92-k-no,Public Badminton Court (Outdoor),2,Badminton(O),2.0(3),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipNS_UbNmgzdNbMdq434NUjZOpSepB3zB1tLP3ij=w122-h92-k-no,Winchester Tennis Arena,4.3,"Tennis(I)
Paid",4.3(26),Tennis court 
https://lh5.googleusercontent.com/p/AF1QipN6rDKvYqmOR8446SlK6-LMQiMnkBZrX6tiU3Dx=w80-h106-k-no,Kampong Ubi CC basketball court,4.3,Basketball(O),4.3(6),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipM2hOWW7nLrMD6cD0u_4zARKP7uLIIeIV0qVyqE=w204-h92-k-no,Potong Pasir Town Basketball Court,5,Basketball(O),5.0(2),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMH7JR9dmcVM4cBNBUDDuyrPAPF7uQgxbf7cdMj=w80-h106-k-no,Basketball Court,5,Basketball(O),5.0(2),Gym and Fitness Centre 
https://lh5.googleusercontent.com/p/AF1QipNXlmZg_emjb6eIqryo7RMYYWjF8J_07JSLp-yl=w199-h92-k-no,Basketball Court (Blk 419),,Basketball(O),Basketball court ,Basketball court 
https://lh5.googleusercontent.com/p/AF1QipNSuTX7O8bdaYgEErFOjhtex_RxfcgCu0FYsLvY=w80-h106-k-no,Block 224 Bukit Batok Basketball Court,4.8,Basketball(I),4.8(5),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipPz8Hl_IjJUS5IvQzjRRB0Te6-BkDfEnSCbfFOY=w163-h92-k-no,Tanglin Halt Futsal Court,3,Football(O),3.0(3),Futsal court 
https://lh5.googleusercontent.com/p/AF1QipMzCCNzNxLqppf-muMSLwWQo_XnTuDnOMrn7K4w=w122-h92-k-no,ikun basketball court,4.5,Basketball(O),4.5(23),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOkLwyhtCWsbsMDDQnP000l3RaemK5C8Wb3lBe3=w80-h142-k-no,Basketball Court,,Basketball(O),Basketball court ,Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOhHDLW2o4vRPY6AEuAmGSwoQnXoqX28AzwVemc=w80-h106-k-no,Block 304 Bukit Batok Basketball Court,4.6,Basketball(O),4.6(13),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMQT68N0175ZRwXsDrucs6ILFjrXnsVd15c0U9e=w80-h106-k-no,Bukit Gombak MRT Basketball Court,5,Basketball(O),5.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOVZSp5ywW8F2Vy3QQdgPBIA6mPBtCNejcC2hgy=w122-h92-k-no,Basketball Court,,Basketball(O),Basketball court ,Basketball court 
https://lh5.googleusercontent.com/p/AF1QipPKbwDtb1Z2F9A0KlBlvNFwYKMJOVkWsBnlpJ1x=w122-h92-k-no,Basketball Court,5,Basketball(O),5.0(1),Basketball court 
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WPOno0nAkJ-_x1aLwM7-tA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=163.23479&pitch=0&thumbfov=100,Basketball Court,,Basketball(O),Basketball court ,Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMXCGENhQUMtKdp27LZQ44Wj3l6orKQ3WkP9l3C=w163-h92-k-no,Basketball Court,3.5,Basketball(O),3.5(19),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOCDjhABQDmuIgTySI-EKuiaDmzJVaH3DxGATbz=w163-h92-k-no,Buona Vista Community Club,4.2,"Basketball(I)
Badminton(I)","4.2(1,040)",Community center 
https://lh5.googleusercontent.com/p/AF1QipNwGtmq2jKyfGCLd_VCKDRl3YvlNFiK3QBpJkiW=w163-h92-k-no,Basketball court,4,Basketball(I),4.0(3),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipPdR1Tly1rdPVAnLlqqri0AJrBFUWUrPdATkBeW=w122-h92-k-no,Basketball court - Blk 112 Bukit Purmei,4,Basketball(O),4.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMmUaPu7XOLTE3-BA-hiW3cHEdTsie48jvMEcBC=w163-h92-k-no,Basketball Court,5,Basketball(I),5.0(5),Gym and Fitness Centre 
https://lh5.googleusercontent.com/p/AF1QipP5-4qp7vwGl_ODWptR8DqfluhjJwZ__BLNxVz6=w80-h106-k-no,Bukit Panjang CC Basketball Court,2.4,Basketball(O),2.4(7),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipM0igZ6h28X7UOupMXnPWNdV5fleYH8vZ81mqxu=w80-h106-k-no,Basketball Court,4.8,Basketball(O),4.8(4),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipNV5tZlDFrtdIBnddvtCflHxj3RhAWFCn-7zGgk=w122-h92-k-no,Tanjong Pagar Basketball Court,4.3,Basketball(O),4.3(28),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipNJ7_QlTXZWC5sxHE9aV9DM3hlbKSmAe0zhHpO2=w80-h106-k-no,Pinnacle @ Duxton Basketball Court,4.3,Basketball(O),4.3(3),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOKUTA_BGqUMeWmoUgk93_9aCUkw9QVhzpfNAyf=w122-h92-k-no,Blk 8 Jalan Kukoh Basketball court,4,Basketball(O),4.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOC-90fQcSwhProJftIHYdmmxOV_rhbys0k6cY-=w122-h92-k-no,Holland Close Street Soccer Court,,Football(O),Futsal court ,Futsal court 
https://lh5.googleusercontent.com/p/AF1QipNxqu5NBjdHzdL0cpwBNuLetry8uoiu_Li-ANvW=w122-h92-k-no,Radin Mas CC Sheltered Basketball Court,4,Basketball(I),4.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOKNxuKQRDlP9sQz3nRllTpTlUZILMG3XvSK3aA=w122-h92-k-no,Blk 93 Henderson Rd - Basketball Court,3,Basketball(O),3.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMYlovaoyt-V-_e-HU_D9b2BqQv7NkvcUjgMF3s=w80-h106-k-no,25B Lower Delta Rd Basketball Court,4,Basketball(O),4.0(19),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMkm5dez7lIL23uLAd5cYA3Lr_gyGR6ghj3C6XY=w122-h92-k-no,Basketball court - Blk 108 Jalan Bukit Merah,4,Basketball(O),4.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipPX76inkO_HmwpIuhWk7s1yCYoHwx-sEZUlLG0O=w122-h92-k-no,Commonwealth Park,4.5,Running(O),4.5(19),Park 
https://lh5.googleusercontent.com/p/AF1QipPHMINHGSIFdOAkJYRh2PQLj2LM7xbrDe7OkADo=w122-h92-k-no,Outdoor Basketball Court,4,Basketball(O),4.0(1),Basketball court 
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GpoqKfLJupC_wPaxWbnmJw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=339.0498&pitch=0&thumbfov=100,Kim Seng Community Center Basketball court,,Basketball(O),Basketball court ,Basketball court 
https://lh5.googleusercontent.com/p/AF1QipN8RcD24fGWCLFRBxvAfuV1UWCTkB1Omt2zEiNo=w80-h106-k-no,Basketball Court @ Blk 90 Redhill Close,4,Basketball(O),4.0(4),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipNi5YgHgHBdLtNWs5huQWkjWPkpj541R9ODb4pf=w122-h92-k-no,Rumah Tinggi Outdoor Basketball Court,2.8,Basketball(O),2.8(5),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipNP9XvavpvkWQ8_aAwKfeUYt5IGHqsyc-MR4WFT=w122-h92-k-no,Sports @ Buona Vista,4,Basketball(I),4.0(26),Sports complex 
https://lh5.googleusercontent.com/p/AF1QipMzxZXVj0HIa661nTouKJdxAUZInftZ0MV-cmB8=w80-h120-k-no,Basketball Court @ JTC LaunchPad @ one-north,4.3,Basketball(O),4.3(21),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOaot73hTFt-HwjIoCOnCeP13c4-SQA2s-_J35Y=w157-h92-k-no,Queenstown Community Centre,4.2,Basketball(O),4.2(681),Community center 
https://lh5.googleusercontent.com/p/AF1QipMBHDHWjYjbfki_yL0FCYIfcHDdRYEE_CDU33E7=w248-h92-k-no,SAFRA Punggol,4.2,"Football(O)
Basketball(O)
Swimming Pool(O)
Tennis(O)
Badminton(I)
Paid","4.2(2,433)",Recreation center 
https://lh5.googleusercontent.com/p/AF1QipPgQ0N5wxIBLyhNlTN_2xiR4MNfdOzSzVcYmK_j=w80-h107-k-no,Futsal Court,,Football(O),Futsal court ,Futsal court 
https://lh5.googleusercontent.com/p/AF1QipNe1z9D3_TQ3KTrGRxj8Ih0_VF-sfxp0Uj6cUH1=w122-h92-k-no,Punggol Promenade Nature Walk,,Running(O),,
https://lh5.googleusercontent.com/p/AF1QipM6KANkd07OMc3duH-_3oxsWtJtaZ2rYr5Ic4-W=w80-h142-k-no,Punggol Waterway Park,4.5,Running(O),"4.5(2,485)",Park 
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1Dbq9VBe_eeWQgwgpd17aw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=194.03285&pitch=0&thumbfov=100,Punggol Meridian Basketball Court,5,Basketball(O),5.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipNdDm2URyNWfpVuTl_jj52MfM986y4xnwBvz5d7=w122-h92-k-no,Basketball Court,5,Basketball(O),5.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOYVwjHi8waXOom087YYJxRTC_n-Ga-A8mkV6dj=w122-h92-k-no,Badminton Court 1,3,Badminton(O),3.0(2),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipNbkdsQ9TJLbm1MfTpqKng4H40jzbJh4tF7o8Pd=w81-h92-k-no,295 Badminton court,5,Badminton(O),5.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipPAGKf6JfQfuMzfKlhCEWbfqK_U8hT3tAPisF3o=w122-h92-k-no,Badminton Court,5,Badminton(O),5.0(3),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipP4vRTiHRI4yxR76mWSKSj38b1Z1GhqNeI85Vmk=w122-h92-k-no,273 Badminton Court,5,Badminton(O),5.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipOD_rDPHiFVGCIq_tznjiBQuaEVYKtWsUSOZUdg=w80-h106-k-no,Badminton Court,5,Badminton(O),5.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipNBn-vAod33PuBy-2OQYwbaguy2lmi3bstCEQkD=w122-h92-k-no,Badminton Court,5,Badminton(O),5.0(1),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipP8ZDX47o8oddjVGzM4xnW_0-9Qn98YlSSmzifS=w80-h142-k-no,badminton punggol,5,Badminton(O),5.0(1),Park 
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=38vJuUbK0NWb2bwEtVlGdA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=124.86784&pitch=0&thumbfov=100,Badminton Court,,Badminton(O),Badminton court ,Badminton court 
https://lh5.googleusercontent.com/p/AF1QipOHh42M4IkiK_kp6CO3FDXlaK8_lQl8yxDrJu4F=w122-h92-k-no,Badminton Court,5,Badminton(O),5.0(2),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipOw5sPjmK3uC-lvnYzAGjH6mwd9WPGvuaBNFVzL=w122-h92-k-no,Badminton Court,5,Badminton(O),5.0(2),Badminton court 
https://lh5.googleusercontent.com/p/AF1QipMQlpBkx_h2uhSmXFkxvtPCl05yL1J1RSpKPksI=w122-h92-k-no,OBA Arena @ Punggol,2.5,"Badminton(I)
Paid",2.5(43),Sports club 
https://lh5.googleusercontent.com/p/AF1QipMI2p82kZgDqoARB8bHId8ejh5_E2OQ7X-o-3vK=w80-h106-k-no,Basketball Court,4,Basketball(O),4.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMGOc2GOfAXZU-p760tlkb145nABv_v7OGlkEYf=w80-h106-k-no,Edgedale Green Basement Basketball Court,5,Basketball(O),5.0(1),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipO0VxVox7UT7IasvhvIWRbB5q8eA2XOBjJhLB2d=w80-h106-k-no,Common Green Basketball Court,4,Basketball(O),4.0(3),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipPIfS5IWM5b0TkMfY9z7Tenp9awqpuxOnws8E11=w122-h92-k-no,Basketball Court,3.9,Basketball(O),3.9(10),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipMgJznzbDmXt3rV5N26ASDKsrTkbmZKzZABI9UF=w122-h92-k-no,Basketball Court,3.6,Basketball(O),3.6(7),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOL9ai0wKCEz8jKsV1K8v57Jr6xO_l8OKijNczZ=w122-h92-k-no,211A Punggol Walk Basketball Court,4.4,Basketball(O),4.4(53),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipNYk09RcFUSPnrVyn81RJvoPHLZoqUQES-SkbwN=w122-h92-k-no,Punggol Green Basketball Court,4.2,Basketball(I),4.2(10),Basketball court 
https://lh5.googleusercontent.com/p/AF1QipOqFLYcQUtuOkwyLVusJIFhoyJdZDM9ljKW051g=w163-h92-k-no,Hougang ActiveSG Stadium,4.3,"Running (O)
Soccer (O)","4.3(1,196)",Stadium 
https://lh5.googleusercontent.com/p/AF1QipOaY9b0t7nR8XLz2zgCL9i6t6YYalOQoQk0Pm1d=w122-h92-k-no,Exercise Park,4.2,"Soccer (O)
Basketball (O)
Running (O)",4.2(10),Fitness center 
https://lh5.googleusercontent.com/p/AF1QipMcP-kQ0Ve-e_s15LMoFW818-JiX279GEYfQMwo=w80-h106-k-no,Street Soccer Court,,Soccer (O),Futsal court ,Futsal court 
https://lh5.googleusercontent.com/p/AF1QipNgehlFvosL1HLGXCxf9ZoPH4e3MFmATUC_EY-o=w80-h106-k-no,Blk 315 Street Soccer Court,,Soccer (O),Futsal court ,Futsal court 
https://lh5.googleusercontent.com/p/AF1QipMZGywacEdBXBGPZa7zGJsWxuX32xo6-yqmaaWJ=w80-h106-k-no,CYSP Street Soccer Court,,Soccer (O),Futsal court ,Futsal court 
https://lh5.googleusercontent.com/p/AF1QipMxwwNKrVU8oT1woLiOcN1IFyt9AaUna3foQU1n=w80-h106-k-no,Blk 341 Upper Court (Street Soccer Court),,Soccer (O),Futsal court ,Futsal court 
https://lh5.googleusercontent.com/p/AF1QipOJ-eFnNYjl__mfTAHH09TJ1hGdGciYmiIN4qSe=w163-h92-k-no,Blk 341 Football Field,4.2,Soccer (O),4.2(5),Soccer field 
https://lh5.googleusercontent.com/p/AF1QipOG2vaSdLkh2aShYrmuKPvJ0qBzU4LvjDzUbCOr=w122-h92-k-no,"Football Field (Hougang, Grass, 11-a-side) Punggol Community Club",,Soccer (O),Soccer field ,Soccer field 
https://lh5.googleusercontent.com/p/AF1QipO7DDim8kCafleytwAHCfl_1KXFZ9k49a5o079t=w119-h92-k-no,Buangkok Sports Park,3.9,"Tennis (O)
Soccer (O)",3.9(172),Park 
https://lh5.googleusercontent.com/p/AF1QipOYBZQ_Oin9fIZaodbRZtEsrNO8cQCOEYPnT4c5=w122-h92-k-no,Hougang PCN,4,Running (O),4.0(3),Hiking area 
https://lh5.googleusercontent.com/p/AF1QipPf4NAcknnBqz4eFE-9Le05yp8cPF7Mwzll7Zg9=w80-h106-k-no,Serangoon PCN,4.5,Running (O),4.5(56),Hiking area 
